vre,r,h,value
Windoffshore_Shallow,756,0,1.0
Windoffshore_Shallow,757,0,1.0
Windoffshore_Shallow,758,0,1.0
Windoffshore_Shallow,768,0,1.0
Windoffshore_Shallow,769,0,1.0
Windoffshore_Shallow,770,0,1.0
Windoffshore_Shallow,771,0,1.0
Windoffshore_Shallow,772,0,1.0
Windoffshore_Shallow,773,0,1.0
Windoffshore_Shallow,774,0,1.0
Windoffshore_Shallow,775,0,1.0
Windoffshore_Shallow,778,0,1.0
Windoffshore_Shallow,779,0,1.0
Windoffshore_Shallow,780,0,1.0
Windoffshore_Shallow,781,0,1.0
Windoffshore_Shallow,782,0,1.0
Windoffshore_Shallow,783,0,1.0
Windoffshore_Shallow,784,0,1.0
Windoffshore_Shallow,831,0,1.0
Windoffshore_Shallow,832,0,1.0
Windoffshore_Shallow,833,0,1.0
Windoffshore_Shallow,834,0,1.0
Windoffshore_Shallow,835,0,1.0
Windoffshore_Shallow,836,0,1.0
Windoffshore_Shallow,837,0,1.0
Windoffshore_Shallow,838,0,1.0
Windoffshore_Shallow,839,0,1.0
Windoffshore_Shallow,840,0,1.0
Windoffshore_Shallow,841,0,1.0
Windoffshore_Shallow,842,0,1.0
Windoffshore_Shallow,843,0,1.0
Windoffshore_Shallow,844,0,1.0
Windoffshore_Shallow,845,0,1.0
Windoffshore_Shallow,846,0,1.0
Windoffshore_Shallow,847,0,1.0
Windoffshore_Shallow,848,0,1.0
Windoffshore_Shallow,849,0,1.0
Windoffshore_Shallow,850,0,1.0
Windoffshore_Shallow,851,0,1.0
Windoffshore_Shallow,852,0,1.0
Windoffshore_Shallow,853,0,1.0
Windoffshore_Shallow,854,0,1.0
Windoffshore_Shallow,855,0,1.0
Windoffshore_Shallow,856,0,1.0
Windoffshore_Shallow,857,0,1.0
Windoffshore_Shallow,858,0,1.0
Windoffshore_Shallow,859,0,1.0
Windoffshore_Shallow,860,0,1.0
Windoffshore_Shallow,861,0,1.0
Windoffshore_Shallow,862,0,1.0
Windoffshore_Shallow,863,0,1.0
Windoffshore_Shallow,864,0,1.0
Windoffshore_Shallow,910,0,1.0
Windoffshore_Shallow,911,0,1.0
Windoffshore_Shallow,912,0,1.0
Windoffshore_Shallow,913,0,1.0
Windoffshore_Shallow,914,0,1.0
Windoffshore_Shallow,915,0,1.0
Windoffshore_Shallow,916,0,1.0
Windoffshore_Shallow,917,0,1.0
Windoffshore_Shallow,918,0,1.0
Windoffshore_Shallow,921,0,1.0
Windoffshore_Shallow,922,0,1.0
Windoffshore_Shallow,923,0,1.0
Windoffshore_Shallow,924,0,1.0
Windoffshore_Shallow,925,0,1.0
Windoffshore_Shallow,926,0,1.0
Windoffshore_Shallow,927,0,1.0
Windoffshore_Shallow,928,0,1.0
Windoffshore_Shallow,929,0,1.0
Windoffshore_Shallow,930,0,1.0
Windoffshore_Shallow,931,0,1.0
Windoffshore_Shallow,932,0,1.0
Windoffshore_Shallow,935,0,1.0
Windoffshore_Shallow,936,0,1.0
Windoffshore_Shallow,937,0,1.0
Windoffshore_Shallow,938,0,1.0
Windoffshore_Shallow,939,0,1.0
Windoffshore_Shallow,940,0,1.0
Windoffshore_Shallow,941,0,1.0
Windoffshore_Shallow,942,0,1.0
Windoffshore_Shallow,943,0,1.0
Windoffshore_Shallow,990,0,1.0
Windoffshore_Shallow,991,0,1.0
Windoffshore_Shallow,992,0,1.0
Windoffshore_Shallow,993,0,1.0
Windoffshore_Shallow,994,0,1.0
Windoffshore_Shallow,995,0,1.0
Windoffshore_Shallow,996,0,1.0
Windoffshore_Shallow,997,0,1.0
Windoffshore_Shallow,998,0,1.0
Windoffshore_Shallow,999,0,1.0
Windoffshore_Shallow,1000,0,1.0
Windoffshore_Shallow,1001,0,1.0
Windoffshore_Shallow,1002,0,1.0
Windoffshore_Shallow,1003,0,1.0
Windoffshore_Shallow,1004,0,1.0
Windoffshore_Shallow,1005,0,1.0
Windoffshore_Shallow,1006,0,1.0
Windoffshore_Shallow,1007,0,1.0
Windoffshore_Shallow,1008,0,1.0
Windoffshore_Shallow,1009,0,1.0
Windoffshore_Shallow,1010,0,1.0
Windoffshore_Shallow,1011,0,0.999
Windoffshore_Shallow,1012,0,0.999
Windoffshore_Shallow,1014,0,1.0
Windoffshore_Shallow,1015,0,1.0
Windoffshore_Shallow,1016,0,1.0
Windoffshore_Shallow,1017,0,1.0
Windoffshore_Shallow,1018,0,1.0
Windoffshore_Shallow,1019,0,1.0
Windoffshore_Shallow,1020,0,1.0
Windoffshore_Shallow,1021,0,1.0
Windoffshore_Shallow,1022,0,1.0
Windoffshore_Shallow,1023,0,1.0
Windoffshore_Shallow,1070,0,1.0
Windoffshore_Shallow,1071,0,1.0
Windoffshore_Shallow,1072,0,1.0
Windoffshore_Shallow,1073,0,1.0
Windoffshore_Shallow,1074,0,1.0
Windoffshore_Shallow,1075,0,1.0
Windoffshore_Shallow,1076,0,1.0
Windoffshore_Shallow,1077,0,1.0
Windoffshore_Shallow,1078,0,1.0
Windoffshore_Shallow,1079,0,1.0
Windoffshore_Shallow,1080,0,1.0
Windoffshore_Shallow,1081,0,0.999
Windoffshore_Shallow,1082,0,0.997
Windoffshore_Shallow,1083,0,0.994
Windoffshore_Shallow,1084,0,0.986
Windoffshore_Shallow,1085,0,0.972
Windoffshore_Shallow,1088,0,0.883
Windoffshore_Shallow,1093,0,0.995
Windoffshore_Shallow,1094,0,1.0
Windoffshore_Shallow,1095,0,1.0
Windoffshore_Shallow,1096,0,1.0
Windoffshore_Shallow,1097,0,1.0
Windoffshore_Shallow,1098,0,1.0
Windoffshore_Shallow,1099,0,1.0
Windoffshore_Shallow,1100,0,1.0
Windoffshore_Shallow,1101,0,1.0
Windoffshore_Shallow,1102,0,1.0
Windoffshore_Shallow,1103,0,1.0
Windoffshore_Shallow,1150,0,1.0
Windoffshore_Shallow,1151,0,1.0
Windoffshore_Shallow,1152,0,1.0
Windoffshore_Shallow,1153,0,1.0
Windoffshore_Shallow,1154,0,1.0
Windoffshore_Shallow,1155,0,1.0
Windoffshore_Shallow,1156,0,1.0
Windoffshore_Shallow,1157,0,1.0
Windoffshore_Shallow,1158,0,1.0
Windoffshore_Shallow,1159,0,1.0
Windoffshore_Shallow,1160,0,1.0
Windoffshore_Shallow,1161,0,0.999
Windoffshore_Shallow,1162,0,0.996
Windoffshore_Shallow,1163,0,0.987
Windoffshore_Shallow,1164,0,0.963
Windoffshore_Shallow,1165,0,0.921
Windoffshore_Shallow,1173,0,0.463
Windoffshore_Shallow,1174,0,0.535
Windoffshore_Shallow,1175,0,0.602
Windoffshore_Shallow,1176,0,0.846
Windoffshore_Shallow,1177,0,0.994
Windoffshore_Shallow,1178,0,0.999
Windoffshore_Shallow,1179,0,1.0
Windoffshore_Shallow,1180,0,1.0
Windoffshore_Shallow,1181,0,1.0
Windoffshore_Shallow,1182,0,1.0
Windoffshore_Shallow,1183,0,1.0
Windoffshore_Shallow,1184,0,1.0
Windoffshore_Shallow,1230,0,1.0
Windoffshore_Shallow,1231,0,1.0
Windoffshore_Shallow,1232,0,1.0
Windoffshore_Shallow,1233,0,1.0
Windoffshore_Shallow,1234,0,1.0
Windoffshore_Shallow,1235,0,1.0
Windoffshore_Shallow,1236,0,1.0
Windoffshore_Shallow,1237,0,1.0
Windoffshore_Shallow,1238,0,1.0
Windoffshore_Shallow,1239,0,0.999
Windoffshore_Shallow,1240,0,0.999
Windoffshore_Shallow,1241,0,0.997
Windoffshore_Shallow,1242,0,0.994
Windoffshore_Shallow,1243,0,0.987
Windoffshore_Shallow,1244,0,0.97
Windoffshore_Shallow,1255,0,0.2
Windoffshore_Shallow,1256,0,0.425
Windoffshore_Shallow,1257,0,0.891
Windoffshore_Shallow,1258,0,0.979
Windoffshore_Shallow,1259,0,0.991
Windoffshore_Shallow,1260,0,0.994
Windoffshore_Shallow,1261,0,0.996
Windoffshore_Shallow,1262,0,0.998
Windoffshore_Shallow,1263,0,0.999
Windoffshore_Shallow,1264,0,1.0
Windoffshore_Shallow,1310,0,1.0
Windoffshore_Shallow,1311,0,1.0
Windoffshore_Shallow,1312,0,1.0
Windoffshore_Shallow,1313,0,1.0
Windoffshore_Shallow,1314,0,0.999
Windoffshore_Shallow,1315,0,0.999
Windoffshore_Shallow,1316,0,0.999
Windoffshore_Shallow,1317,0,0.999
Windoffshore_Shallow,1318,0,0.999
Windoffshore_Shallow,1319,0,0.997
Windoffshore_Shallow,1320,0,0.995
Windoffshore_Shallow,1321,0,0.99
Windoffshore_Shallow,1322,0,0.983
Windoffshore_Shallow,1323,0,0.971
Windoffshore_Shallow,1324,0,0.966
Windoffshore_Shallow,1325,0,0.969
Windoffshore_Shallow,1326,0,0.965
Windoffshore_Shallow,1335,0,0.526
Windoffshore_Shallow,1336,0,0.83
Windoffshore_Shallow,1337,0,0.949
Windoffshore_Shallow,1338,0,0.969
Windoffshore_Shallow,1339,0,0.964
Windoffshore_Shallow,1340,0,0.956
Windoffshore_Shallow,1341,0,0.975
Windoffshore_Shallow,1342,0,0.988
Windoffshore_Shallow,1343,0,0.995
Windoffshore_Shallow,1344,0,0.998
Windoffshore_Shallow,1345,0,0.999
Windoffshore_Shallow,1401,0,0.981
Windoffshore_Shallow,1402,0,0.968
Windoffshore_Shallow,1403,0,0.961
Windoffshore_Shallow,1404,0,0.964
Windoffshore_Shallow,1405,0,0.976
Windoffshore_Shallow,1406,0,0.983
Windoffshore_Shallow,1415,0,0.56
Windoffshore_Shallow,1416,0,0.793
Windoffshore_Shallow,1417,0,0.933
Windoffshore_Shallow,1418,0,0.956
Windoffshore_Shallow,1419,0,0.946
Windoffshore_Shallow,1420,0,0.939
Windoffshore_Shallow,1421,0,0.941
Windoffshore_Shallow,1422,0,0.951
Windoffshore_Shallow,1423,0,0.971
Windoffshore_Shallow,1424,0,0.981
Windoffshore_Shallow,1425,0,0.987
Windoffshore_Shallow,1426,0,0.992
Windoffshore_Shallow,1485,0,0.803
Windoffshore_Shallow,1486,0,0.835
Windoffshore_Shallow,1496,0,0.265
Windoffshore_Shallow,1497,0,0.659
Windoffshore_Shallow,1498,0,0.873
Windoffshore_Shallow,1499,0,0.928
Windoffshore_Shallow,1501,0,0.923
Windoffshore_Shallow,1502,0,0.91
Windoffshore_Shallow,1503,0,0.913
Windoffshore_Shallow,1504,0,0.913
Windoffshore_Shallow,1505,0,0.91
Windoffshore_Shallow,1506,0,0.918
Windoffshore_Shallow,1566,0,0.092
Windoffshore_Shallow,1568,0,0.141
Windoffshore_Shallow,1577,0,0.201
Windoffshore_Shallow,1578,0,0.544
Windoffshore_Shallow,1579,0,0.748
Windoffshore_Shallow,1580,0,0.846
Windoffshore_Shallow,1581,0,0.862
Windoffshore_Shallow,1582,0,0.867
Windoffshore_Shallow,1583,0,0.862
Windoffshore_Shallow,1584,0,0.84
Windoffshore_Shallow,1585,0,0.824
Windoffshore_Shallow,1586,0,0.819
Windoffshore_Shallow,1651,0,0.126
Windoffshore_Shallow,1652,0,0.089
Windoffshore_Shallow,1657,0,0.056
Windoffshore_Shallow,1658,0,0.084
Windoffshore_Shallow,1659,0,0.148
Windoffshore_Shallow,1660,0,0.449
Windoffshore_Shallow,1661,0,0.626
Windoffshore_Shallow,1662,0,0.748
Windoffshore_Shallow,1729,0,0.021
Windoffshore_Shallow,1730,0,0.044
Windoffshore_Shallow,1731,0,0.053
Windoffshore_Shallow,1732,0,0.053
Windoffshore_Shallow,1733,0,0.049
Windoffshore_Shallow,1740,0,0.227
Windoffshore_Shallow,1741,0,0.407
Windoffshore_Shallow,1742,0,0.556
Windoffshore_Shallow,1743,0,0.64
Windoffshore_Shallow,1744,0,0.689
Windoffshore_Shallow,1745,0,0.715
Windoffshore_Shallow,1808,0,0.009
Windoffshore_Shallow,1809,0,0.006
Windoffshore_Shallow,1810,0,0.006
Windoffshore_Shallow,1811,0,0.002
Windoffshore_Shallow,1812,0,0.001
Windoffshore_Shallow,1813,0,0.008
Windoffshore_Shallow,1820,0,0.153
Windoffshore_Shallow,1821,0,0.257
Windoffshore_Shallow,1822,0,0.365
Windoffshore_Shallow,1823,0,0.457
Windoffshore_Shallow,1824,0,0.517
Windoffshore_Shallow,1825,0,0.571
Windoffshore_Shallow,1889,0,0.038
Windoffshore_Shallow,1890,0,0.015
Windoffshore_Shallow,1900,0,0.033
Windoffshore_Shallow,1901,0,0.064
Windoffshore_Shallow,1902,0,0.115
Windoffshore_Shallow,1903,0,0.249
Windoffshore_Shallow,1904,0,0.346
Windoffshore_Shallow,1905,0,0.415
Windoffshore_Shallow,1906,0,0.481
Windoffshore_Shallow,1969,0,0.103
Windoffshore_Shallow,1970,0,0.041
Windoffshore_Shallow,1971,0,0.009
Windoffshore_Shallow,1984,0,0.263
Windoffshore_Shallow,1985,0,0.356
Windoffshore_Shallow,1986,0,0.427
Windoffshore_Shallow,2048,0,0.425
Windoffshore_Shallow,2049,0,0.203
Windoffshore_Shallow,2050,0,0.027
Windoffshore_Shallow,2051,0,0.006
Windoffshore_Shallow,2064,0,0.334
Windoffshore_Shallow,2065,0,0.422
Windoffshore_Shallow,2066,0,0.422
Windoffshore_Shallow,2127,0,0.956
Windoffshore_Shallow,2128,0,0.889
Windoffshore_Shallow,2129,0,0.683
Windoffshore_Shallow,2143,0,0.245
Windoffshore_Shallow,2144,0,0.335
Windoffshore_Shallow,2206,0,0.998
Windoffshore_Shallow,2207,0,0.995
Windoffshore_Shallow,2208,0,0.988
Windoffshore_Shallow,2209,0,0.951
Windoffshore_Shallow,2210,0,0.748
Windoffshore_Shallow,2211,0,0.289
Windoffshore_Shallow,2223,0,0.099
Windoffshore_Shallow,2224,0,0.105
Windoffshore_Shallow,2284,0,1.0
Windoffshore_Shallow,2285,0,1.0
Windoffshore_Shallow,2286,0,1.0
Windoffshore_Shallow,2287,0,0.999
Windoffshore_Shallow,2288,0,0.994
Windoffshore_Shallow,2289,0,0.923
Windoffshore_Shallow,2290,0,0.488
Windoffshore_Shallow,2294,0,0.215
Windoffshore_Shallow,2299,0,0.011
Windoffshore_Shallow,2300,0,0.001
Windoffshore_Shallow,2363,0,1.0
Windoffshore_Shallow,2364,0,1.0
Windoffshore_Shallow,2365,0,1.0
Windoffshore_Shallow,2366,0,1.0
Windoffshore_Shallow,2367,0,1.0
Windoffshore_Shallow,2368,0,0.999
Windoffshore_Shallow,2369,0,0.979
Windoffshore_Shallow,2370,0,0.899
Windoffshore_Shallow,2371,0,0.915
Windoffshore_Shallow,2373,0,0.779
Windoffshore_Shallow,2374,0,0.659
Windoffshore_Shallow,2375,0,0.511
Windoffshore_Shallow,2377,0,0.215
Windoffshore_Shallow,2378,0,0.126
Windoffshore_Shallow,2380,0,0.038
Windoffshore_Shallow,2442,0,1.0
Windoffshore_Shallow,2443,0,1.0
Windoffshore_Shallow,2444,0,1.0
Windoffshore_Shallow,2445,0,1.0
Windoffshore_Shallow,2446,0,1.0
Windoffshore_Shallow,2447,0,1.0
Windoffshore_Shallow,2448,0,1.0
Windoffshore_Shallow,2449,0,1.0
Windoffshore_Shallow,2452,0,0.996
Windoffshore_Shallow,2454,0,0.878
Windoffshore_Shallow,2521,0,1.0
Windoffshore_Shallow,2522,0,1.0
Windoffshore_Shallow,2523,0,1.0
Windoffshore_Shallow,2524,0,1.0
Windoffshore_Shallow,2525,0,1.0
Windoffshore_Shallow,2526,0,1.0
Windoffshore_Shallow,2527,0,1.0
Windoffshore_Shallow,2528,0,1.0
Windoffshore_Shallow,2529,0,1.0
Windoffshore_Shallow,2601,0,1.0
Windoffshore_Shallow,2602,0,1.0
Windoffshore_Shallow,2603,0,1.0
Windoffshore_Shallow,2604,0,1.0
Windoffshore_Shallow,2605,0,1.0
Windoffshore_Shallow,2606,0,1.0
Windoffshore_Shallow,2678,0,0.95
Windoffshore_Shallow,2679,0,1.0
Windoffshore_Shallow,2680,0,1.0
Windoffshore_Shallow,2681,0,1.0
Windoffshore_Shallow,2682,0,1.0
Windoffshore_Shallow,2683,0,1.0
